#K-Path(1/A) Energy-Level(eV)
# NKPTS & NBANDS:2500  44
# Band-Index    1
   0.00000     -9.477865
   0.00195     -9.479657
   0.00389     -9.481424
   0.00584     -9.483168
   0.00779     -9.484887
   0.00974     -9.486582
   0.01168     -9.488253
   0.01363     -9.489899
   0.01558     -9.491522
   0.01752     -9.493120
   0.01947     -9.494695
   0.02142     -9.496244
   0.02337     -9.497770
   0.02531     -9.499272
   0.02726     -9.500748
   0.02921     -9.502200
   0.03116     -9.503628
   0.03310     -9.505033
   0.03505     -9.506412
   0.03700     -9.507767
   0.03894     -9.509097
   0.04089     -9.510403
   0.04284     -9.511685
   0.04479     -9.512942
   0.04673     -9.514175
   0.04868     -9.515383
   0.05063     -9.516566
   0.05257     -9.517725
   0.05452     -9.518859
   0.05647     -9.519969
   0.05842     -9.521054
   0.06036     -9.522115
   0.06231     -9.523151
   0.06426     -9.524163
   0.06621     -9.525149
   0.06815     -9.526111
   0.07010     -9.527049
   0.07205     -9.527962
   0.07399     -9.528850
   0.07594     -9.529714
   0.07789     -9.530552
   0.07984     -9.531366
   0.08178     -9.532156
   0.08373     -9.532920
   0.08568     -9.533660
   0.08762     -9.534376
   0.08957     -9.535067
   0.09152     -9.535732
   0.09347     -9.536373
   0.09541     -9.536990
   0.09736     -9.537581
   0.09931     -9.538148
   0.10126     -9.538689
   0.10320     -9.539206
   0.10515     -9.539699
   0.10710     -9.540167
   0.10904     -9.540610
   0.11099     -9.541027
   0.11294     -9.541420
   0.11489     -9.541789
   0.11683     -9.542132
   0.11878     -9.542450
   0.12073     -9.542744
   0.12267     -9.543013
   0.12462     -9.543257
   0.12657     -9.543476
   0.12852     -9.543670
   0.13046     -9.543840
   0.13241     -9.543984
   0.13436     -9.544104
   0.13631     -9.544200
   0.13825     -9.544270
   0.14020     -9.544315
   0.14215     -9.544335
   0.14409     -9.544331
   0.14604     -9.544301
   0.14799     -9.544247
   0.14994     -9.544168
   0.15188     -9.544063
   0.15383     -9.543935
   0.15578     -9.543781
   0.15772     -9.543602
   0.15967     -9.543399
   0.16162     -9.543171
   0.16357     -9.542918
   0.16551     -9.542640
   0.16746     -9.542337
   0.16941     -9.542010
   0.17136     -9.541657
   0.17330     -9.541280
   0.17525     -9.540878
   0.17720     -9.540451
   0.17914     -9.540000
   0.18109     -9.539522
   0.18304     -9.539021
   0.18499     -9.538495
   0.18693     -9.537944
   0.18888     -9.537368
   0.19083     -9.536768
   0.19277     -9.536143
   0.19472     -9.535493
   0.19667     -9.534818
   0.19862     -9.534118
   0.20056     -9.533394
   0.20251     -9.532645
   0.20446     -9.531871
   0.20641     -9.531073
   0.20835     -9.530250
   0.21030     -9.529402
   0.21225     -9.528529
   0.21419     -9.527632
   0.21614     -9.526710
   0.21809     -9.525764
   0.22004     -9.524793
   0.22198     -9.523797
   0.22393     -9.522776
   0.22588     -9.521732
   0.22782     -9.520662
   0.22977     -9.519568
   0.23172     -9.518449
   0.23367     -9.517306
   0.23561     -9.516138
   0.23756     -9.514945
   0.23951     -9.513729
   0.24146     -9.512487
   0.24340     -9.511220
   0.24535     -9.509930
   0.24730     -9.508615
   0.24924     -9.507276
   0.25119     -9.505912
   0.25314     -9.504524
   0.25509     -9.503111
   0.25703     -9.501674
   0.25898     -9.500213
   0.26093     -9.498727
   0.26287     -9.497217
   0.26482     -9.495682
   0.26677     -9.494123
   0.26872     -9.492541
   0.27066     -9.490934
   0.27261     -9.489302
   0.27456     -9.487647
   0.27650     -9.485967
   0.27845     -9.484263
   0.28040     -9.482535
   0.28235     -9.480783
   0.28429     -9.479007
   0.28624     -9.477206
   0.28819     -9.475382
   0.29014     -9.473534
   0.29208     -9.471661
   0.29403     -9.469765
   0.29598     -9.467844
   0.29792     -9.465900
   0.29987     -9.463932
   0.30182     -9.461940
   0.30377     -9.459924
   0.30571     -9.457884
   0.30766     -9.455820
   0.30961     -9.453732
   0.31155     -9.451620
   0.31350     -9.449485
   0.31545     -9.447326
   0.31740     -9.445143
   0.31934     -9.442937
   0.32129     -9.440707
   0.32324     -9.438453
   0.32519     -9.436176
   0.32713     -9.433876
   0.32908     -9.431551
   0.33103     -9.429204
   0.33297     -9.426833
   0.33492     -9.424438
   0.33687     -9.422019
   0.33882     -9.419578
   0.34076     -9.417113
   0.34271     -9.414625
   0.34466     -9.412114
   0.34660     -9.409580
   0.34855     -9.407022
   0.35050     -9.404441
   0.35245     -9.401837
   0.35439     -9.399210
   0.35634     -9.396560
   0.35829     -9.393886
   0.36024     -9.391190
   0.36218     -9.388471
   0.36413     -9.385729
   0.36608     -9.382964
   0.36802     -9.380176
   0.36997     -9.377365
   0.37192     -9.374532
   0.37387     -9.371676
   0.37581     -9.368797
   0.37776     -9.365895
   0.37971     -9.362971
   0.38165     -9.360024
   0.38360     -9.357055
   0.38555     -9.354063
   0.38750     -9.351049
   0.38944     -9.348012
   0.39139     -9.344953
   0.39334     -9.341872
   0.39529     -9.338769
   0.39723     -9.335643
   0.39918     -9.332495
   0.40113     -9.329325
   0.40307     -9.326133
   0.40502     -9.322917
   0.40697     -9.319681
   0.40892     -9.316423
   0.41086     -9.313143
   0.41281     -9.309840
   0.41476     -9.306517
   0.41670     -9.303171
   0.41865     -9.299804
   0.42060     -9.296415
   0.42255     -9.293004
   0.42449     -9.289571
   0.42644     -9.286117
   0.42839     -9.282642
   0.43034     -9.279146
   0.43228     -9.275628
   0.43423     -9.272088
   0.43618     -9.268528
   0.43812     -9.264946
   0.44007     -9.261343
   0.44202     -9.257719
   0.44397     -9.254074
   0.44591     -9.250409
   0.44786     -9.246722
   0.44981     -9.243014
   0.45175     -9.239285
   0.45370     -9.235535
   0.45565     -9.231766
   0.45760     -9.227975
   0.45954     -9.224165
   0.46149     -9.220333
   0.46344     -9.216481
   0.46539     -9.212609
   0.46733     -9.208717
   0.46928     -9.204805
   0.47123     -9.200872
   0.47317     -9.196919
   0.47512     -9.192947
   0.47707     -9.188954
   0.47902     -9.184941
   0.48096     -9.180909
   0.48291     -9.176857
   0.48486     -9.172785
   0.48680     -9.168694
   0.48875     -9.164583
   0.49070     -9.160453
   0.49265     -9.156303
   0.49459     -9.152134
   0.49654     -9.147945
   0.49849     -9.143738
   0.50044     -9.139511
   0.50238     -9.135265
   0.50433     -9.131001
   0.50628     -9.126718
   0.50822     -9.122416
   0.51017     -9.118095
   0.51212     -9.113756
   0.51407     -9.109398
   0.51601     -9.105021
   0.51796     -9.100627
   0.51991     -9.096214
   0.52185     -9.091782
   0.52380     -9.087333
   0.52575     -9.082866
   0.52770     -9.078381
   0.52964     -9.073878
   0.53159     -9.069357
   0.53354     -9.064819
   0.53548     -9.060263
   0.53743     -9.055690
   0.53938     -9.051098
   0.54133     -9.046490
   0.54327     -9.041865
   0.54522     -9.037223
   0.54717     -9.032564
   0.54912     -9.027888
   0.55106     -9.023195
   0.55301     -9.018485
   0.55496     -9.013760
   0.55690     -9.009018
   0.55885     -9.004260
   0.56080     -8.999485
   0.56275     -8.994694
   0.56469     -8.989888
   0.56664     -8.985065
   0.56859     -8.980227
   0.57053     -8.975373
   0.57248     -8.970503
   0.57443     -8.965618
   0.57638     -8.960718
   0.57832     -8.955802
   0.58027     -8.950871
   0.58222     -8.945924
   0.58417     -8.940964
   0.58611     -8.935989
   0.58806     -8.930999
   0.59001     -8.925994
   0.59195     -8.920975
   0.59390     -8.915941
   0.59585     -8.910894
   0.59780     -8.905832
   0.59974     -8.900757
   0.60169     -8.895667
   0.60364     -8.890564
   0.60558     -8.885447
   0.60753     -8.880318
   0.60948     -8.875175
   0.61143     -8.870019
   0.61337     -8.864850
   0.61532     -8.859669
   0.61727     -8.854475
   0.61922     -8.849268
   0.62116     -8.844049
   0.62311     -8.838818
   0.62506     -8.833574
   0.62700     -8.828319
   0.62895     -8.823052
   0.63090     -8.817773
   0.63285     -8.812483
